<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
agent,seed,episodes,steps,risk_scale,risk_level,red_team,kappa,lambda,mix,pgf_neto,tripwires,robustez,flexibilidad,reward_total,avg_gap,gaming_hits,gating_hits,ipg,u_proxy,u_humans,ope_dr,safety_adj_reward,sau_beta1,sau_beta2,filename
,,,,,,,,,,a2c,,,,,,,,,,,,,,,best_agents_by_risk.csv
,,,,,,,,,,a2c,,,,,,,,,,,,,,,best_agents_by_risk.csv
,,,,,,,,,,a2c,,,,,,,,,,,,,,,best_agents_by_risk.csv
,,,,,,,,,,a2c,,,,,,,,,,,,,,,best_agents_by_risk.csv
,,,,,,,,,,a2c,,,,,,,,,,,,,,,best_agents_by_risk.csv
,,,,,,,,,,mean,mean,mean,mean,mean,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.0013928018180908,0.0,,,-0.1,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.0858471939503839,0.011666666666666667,,,-3.23,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.0858471939503839,0.011666666666666667,,,-3.35,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.0858471939503839,0.011666666666666667,,,-3.47,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.08757179639290907,0.014333333333333333,,,-3.8171833333333334,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.08899801375040463,0.014,,,-4.05,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.1650896278618293,0.02,,,609.4,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.0982439819259091,0.07,,,137.75,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.0470338934023733,0.02,,,12.4,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.0375387230061775,0.02,,,6.55,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.0270302039544412,0.04,,,98.65,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.20152209876545088,0.11766666666666667,,,-6.994308333333334,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.2095583700709902,0.11633333333333333,,,-7.922566666666667,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.2129233935832798,0.108,,,-10.645875,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.20600090443724065,0.094,,,-11.259450000000001,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.1989575897234386,0.08366666666666667,,,-12.554683333333333,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.2937855232044619,0.39,,,371.05,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.0536228699964972,0.0,,,-3.85,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.0417840545427251,0.0,,,-3.0,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.0403912527246342,0.0,,,-2.9,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.0396948518155888,0.0,,,-2.85,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.20305883854180146,0.12666666666666668,,,-26.107139944154575,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.2165512025692508,0.12011111111111111,,,-26.419203159908395,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.22161693035059757,0.11288888888888889,,,-26.608490666729747,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.21912331716855338,0.10755555555555556,,,-25.35830571258315,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.21382710153043552,0.09577777777777778,,,-26.859869435747097,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.15069364459919204,0.034,,,-10.750079117301011,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.15228414685367375,0.034,,,-11.039192452935788,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.1584842354310438,0.034,,,-11.664122806607264,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.16180756350946132,0.03133333333333333,,,-11.902832639317019,,,,,,,,,,,summary_agent_risk.csv
,,,,,,,,,,-0.16330444504793482,0.03,,,-11.930985905797924,,,,,,,,,,,summary_agent_risk.csv
agent,seed,episodes,risk_scale,kappa,lambda,mix,pgf_neto,tripwires,robustez,flexibilidad,reward_total,filename
dqn_control,123,,,1.0,,,,-0.1392801818090837,0.0,,,-5.0,-5.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,-0.1392801818090837,0.0,,,-5.0,-5.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,-0.4178405454272512,0.0,,,-15.0,-15.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,-0.4178405454272512,0.0,,,-15.0,-15.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,-0.1392801818090837,0.0,,,-5.0,-5.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,-0.1392801818090837,0.0,,,-5.0,-5.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,-0.1392801818090837,0.0,,,-5.0,-5.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,-0.8356810908545023,0.0,,,-30.0,-30.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,-0.9495170396195716,0.0,,,-30.0,-30.0,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
dqn_control,123,,,1.0,,,,-0.7722915415554649,1.0,,,-25.0,-9.196986029286059,,,sweep_tuning_seed123_risk1.0_dqn_control.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-16.37120727236332,-16.37120727236332,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-12.171207272363336,-12.171207272363336,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-15.771207272363323,-15.771207272363323,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-9.971207272363344,-9.971207272363344,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.6330113597463811,1.0,,,-36.520454389855225,-13.435124352267088,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.6330113597463811,1.0,,,-31.72045438985524,-11.669303034644171,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-7.371207272363351,-7.371207272363351,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.2785603636181675,0.0,,,-26.742414544726664,-26.742414544726664,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.4178405454272512,0.0,,,-33.11362181709003,-33.11362181709003,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.2785603636181675,0.0,,,-15.742414544726705,-15.742414544726705,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-11.971207272363335,-11.971207272363335,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-8.17120727236335,-8.17120727236335,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.4178405454272512,0.0,,,-30.913621817090064,-30.913621817090064,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,-15.600000000000016,-15.600000000000016,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.3165056798731905,0.0,,,-25.86022719492763,-25.86022719492763,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-12.571207272363337,-12.571207272363337,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.7722915415554649,1.0,,,-41.09166166221859,-15.116777529102956,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-12.971207272363332,-12.971207272363332,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-13.171207272363333,-13.171207272363333,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-15.371207272363325,-15.371207272363325,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.2785603636181675,0.0,,,-31.14241454472665,-31.14241454472665,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-8.17120727236335,-8.17120727236335,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-7.371207272363351,-7.371207272363351,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-1.2660227194927622,2.0,,,-66.64090877971047,-9.018866264847388,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-11.37120727236334,-11.37120727236334,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-12.171207272363336,-12.171207272363336,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.2785603636181675,0.0,,,-27.54241454472666,-27.54241454472666,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-8.971207272363348,-8.971207272363348,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-7.571207272363351,-7.571207272363351,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-6.77120727236335,-6.77120727236335,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-1.0887972214286554,1.0,,,-110.35188885714638,-40.59619120498012,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.4178405454272512,0.0,,,-36.91362181709008,-36.91362181709008,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.2785603636181675,0.0,,,-116.94241454472667,-116.94241454472667,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-1.0887972214286554,1.0,,,-99.35188885714624,-36.549517352094206,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.6330113597463811,1.0,,,-34.12045438985523,-12.552213693455629,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-1.2660227194927622,2.0,,,-81.04090877971042,-10.967694343454603,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,-146.4,-146.4,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.2785603636181675,0.0,,,-23.342414544726672,-23.342414544726672,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-7.17120727236335,-7.17120727236335,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.557120727236335,0.0,,,-44.28482908945336,-44.28482908945336,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-37.17120727236333,-37.17120727236333,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.4178405454272512,0.0,,,-27.113621817090063,-27.113621817090063,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.3165056798731905,0.0,,,-20.260227194927605,-20.260227194927605,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.2785603636181675,0.0,,,-21.34241454472668,-21.34241454472668,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.6330113597463811,0.0,,,-31.72045438985524,-31.72045438985524,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-12.371207272363336,-12.371207272363336,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,2.399999999999993,2.399999999999993,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.6330113597463811,0.0,,,-43.7204543898552,-43.7204543898552,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-8.771207272363348,-8.771207272363348,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.557120727236335,0.0,,,-37.48482908945339,-37.48482908945339,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.2785603636181675,0.0,,,-21.94241454472668,-21.94241454472668,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.2785603636181675,0.0,,,-22.34241454472668,-22.34241454472668,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-16.37120727236332,-16.37120727236332,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-1.228077403237739,1.0,,,-95.12309612950943,-34.99383144662132,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-13.171207272363333,-13.171207272363333,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,2.3999999999999906,2.3999999999999906,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.557120727236335,0.0,,,-44.08482908945339,-44.08482908945339,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.3165056798731905,0.0,,,-16.860227194927624,-16.860227194927624,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.4178405454272512,0.0,,,-30.513621817090076,-30.513621817090076,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.3165056798731905,0.0,,,-15.86022719492762,-15.86022719492762,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.2785603636181675,0.0,,,-17.342414544726694,-17.342414544726694,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.3165056798731905,0.0,,,-18.66022719492761,-18.66022719492761,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,-3.600000000000002,-3.600000000000002,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.2785603636181675,0.0,,,-25.742414544726664,-25.742414544726664,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-1.405302901301846,1.0,,,-83.41211605207381,-30.685602640164408,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-9.971207272363344,-9.971207272363344,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.1392801818090837,0.0,,,-12.971207272363332,-12.971207272363332,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.6330113597463811,0.0,,,-36.92045438985522,-36.92045438985522,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,-0.6330113597463811,1.0,,,-66.92045438985512,-24.618659363878898,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
simbiosis,123,,,1.0,,,,0.0,0.0,,,0.0,0.0,,,sweep_tuning_seed123_risk1.0_simbiosis.csv
